candidate_order,grid_ordinal,batch_id,method,e,bh,trw,k,w,m,entry_fill_mode,entry_execution_policy,entry_slippage,speed_window_bars,baseline_sampling_policy,combo_id,strategy_id,exit_mode,speed_exit_enabled,rebound_exit_enabled,train_trade_count,train_return,train_return_excluding_gap_spanning_trades,train_avg_trade,train_max_drawdown,gap_spanning_trade_count,high_single_bar_share_ge_0p8_count,signal_single_bar_share_median,signal_single_bar_share_p95,synthetic_signal_trade_count,segment_end_exit_count,rebound_exit_count,speed_exit_count,scenario_1_qualified,scenario_2_qualified,scenario_3_qualified,qualified_scenario_count,scenario_schema_id,scenario_selection_mode,train_max_drawdown_abs,source_campaign_id,source_stage_id,source_stage_root,source_plan_fingerprint,source_stage_key,scenario_3_qualified_segment_count,scenario_3_failed_segment_ids,train_cost_adjusted_return,train_cost_adjusted_avg_trade,train_cost_adjusted_max_drawdown,train_cost_adjusted_max_drawdown_abs,round_trip_cost_bps,estimated_total_commission_quote,estimated_total_slippage_quote,estimated_total_cost_quote,cost_quote_currency,cost_model_id,estimated_total_commission_krw,estimated_total_slippage_krw,estimated_total_cost_krw,waited_entry_count,maximum_entry_wait_bars,holding_bar_distance_median,holding_bar_distance_p95,scenario_3_cost_adjusted_return_rank,scenario_3_gross_return_rank,scenario_3_total_return_rank,scenario_3_diagnostic_rank,e_family,bh_family,selection_role,previous_test_evaluation
56,2937,batch_00245,rolling_tr_sum,320,240,12,1.25,7,4.375,calculated_threshold,wait_next_real_trade,0.0,390,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s390_rx1_e320_bh240_trw12_k1p25_w7_m4p375_63e251ff24,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,118,0.7519443534947672,-0.0190142584379514,0.0049980956250331,-0.1682676560622572,37,3,0.21604278074866,0.5007425742573848,65,1,39,78,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1682676560622572,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.6800081757567786,0.0046412292655861,-0.1757115208496271,0.1757115208496271,3.568663594470046,1024263.6,1305906.0,2330169.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1024263.6,1305906.0,2330169.6,1,1,582.0,1551.9499999999994,,,,9791.0,4.0,3.0,training_multimetric_new_exact,False
57,4484,batch_00374,rolling_tr_sum,432,171,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e432_bh171_trw11_k1p4_w6_m4p5_00627e2ec8,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,116,0.8240532027857277,0.0161270854800683,0.0054257919294328,-0.1466807470339132,35,3,0.2049456687315911,0.5061274509803931,71,1,39,76,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1466807470339132,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7504309251385368,0.0050689255699858,-0.1537060862575157,0.1537060862575157,3.568663594470046,1006903.2,1283772.0,2290675.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1006903.2,1283772.0,2290675.2,2,1,576.0,1577.25,,,,9624.0,,,training_multimetric_new_exact,False
58,13,batch_00002,rolling_tr_sum,176,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e176_bh612_trw24_k1p6_w16_m2_2ebcd40d34,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,34,0.3764270184576774,0.0978073155228049,0.0096712230568084,-0.038284580141767,7,1,0.190842067862851,0.4914473684210242,20,0,18,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.038284580141767,v4_4_positive_entry_signal_repair_20260805,continuation_round_19_ai_known_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_19_ai_known_grid_all_window,fedd7ee587d2cb819700591b3c5e84e9c78fcce8a085cae134b8a148dfdd8a3b,v4_4_positive_entry_signal_repair_20260805::continuation_round_19_ai_known_grid_all_window,0,market_01|market_02|market_03,0.3599748661700082,0.0093143566973614,-0.0410402087754149,0.0410402087754149,3.568663594470046,295126.80000000005,376278.0,671404.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,295126.80000000005,376278.0,671404.8,0,0,385.5,1735.8999999999985,,,,10294.0,,,training_multimetric_new_exact,False
59,3310,batch_00276,rolling_tr_sum,320,240,19,1.05,6,4.5,calculated_threshold,wait_next_real_trade,0.0,340,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s340_rx1_e320_bh240_trw19_k1p05_w6_m4p5_21df685fe0,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,100,0.583825354294996,0.0466879629431284,0.0047990676050072,-0.1289256832384125,28,2,0.1874200798233139,0.4774286987521989,59,0,28,72,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1289256832384125,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,2,market_03,0.5285310995250614,0.0044422012455602,-0.1345475231991497,0.1345475231991497,3.568663594470046,868020.0000000001,1106700.0,1974720.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,868020.0000000001,1106700.0,1974720.0,0,0,513.0,1385.1999999999996,,,,100.0,,,training_multimetric_new_exact,False
60,2096,batch_00175,rolling_tr_sum,320,170,10,1.6,6,4.5,calculated_threshold,wait_next_real_trade,0.0,384,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s384_rx1_e320_bh170_trw10_k1p6_w6_m4p5_8278e376bd,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,115,0.7331823876928927,0.0458435081922139,0.0050166688588301,-0.1499308568558857,35,3,0.2039473684210491,0.5112745098039233,68,1,37,77,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1499308568558857,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,1,market_01|market_03,0.6637920183986876,0.0046598024993831,-0.1566296451808035,0.1566296451808035,3.568663594470046,998223.0,1272705.0,2270928.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,998223.0,1272705.0,2270928.0,1,1,568.0,1484.4999999999995,,,,1954.0,,,training_multimetric_new_exact,False
61,27,batch_00004,rolling_tr_sum,680,72,32,2.2,6,0.5,calculated_threshold,wait_next_real_trade,0.0,46,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s46_rx1_e680_bh72_trw32_k2p2_w6_m0p5_f7090eb0fb,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,20,0.0270079421635955,0.0270079421635955,0.0013357021010261,-0.0021834692523724,0,2,0.1396959552093433,1.0,15,0,19,1,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0021834692523724,v4_4_positive_entry_signal_repair_20260805,continuation_round_88_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_88_ai_adaptive_grid_all_window,da94abbad27810516d39303ae9f2bc4bd1f7bd8ecbef198f8e293c858c289f36,v4_4_positive_entry_signal_repair_20260805::continuation_round_88_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.0197123258990432,0.0009788357415791,-0.002743348400961,0.002743348400961,3.568663594470046,173604.0,221340.0,394944.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,173604.0,221340.0,394944.0,1,2,12.0,58.45000000000003,,,,19740.0,,,training_multimetric_new_exact,False
62,10,batch_00002,rolling_tr_sum,320,170,11,1.4,6,4.207,calculated_threshold,wait_next_real_trade,0.0,96,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s96_rx1_e320_bh170_trw11_k1p4_w6_m4p207_3567cd0d51,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,228,0.6904733263323695,0.4715613142389661,0.0023628846038187,-0.0324367086988871,14,8,0.2106139213143161,0.6746762639482027,141,0,30,198,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0324367086988871,v4_4_positive_entry_signal_repair_20260805,continuation_round_88_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_88_ai_adaptive_grid_all_window,da94abbad27810516d39303ae9f2bc4bd1f7bd8ecbef198f8e293c858c289f36,v4_4_positive_entry_signal_repair_20260805::continuation_round_88_ai_adaptive_grid_all_window,2,market_01,0.5586360618612609,0.0020060182443717,-0.037957966766589,0.037957966766589,3.568663594470046,1979085.6,2523276.0,4502361.600000001,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1979085.6,2523276.0,4502361.600000001,3,8,144.0,398.54999999999984,,,,13.0,,,training_multimetric_new_exact,False
63,4483,batch_00374,rolling_tr_sum,432,171,10,1.54,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e432_bh171_trw10_k1p54_w6_m4p5_374a1df88b,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,116,0.8232756566671944,0.0157247945748086,0.0054221400231208,-0.1467629064122333,35,3,0.2049456687315911,0.5061274509803931,71,1,39,76,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1467629064122333,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.7496844942632868,0.0050652736636738,-0.1537875984907929,0.1537875984907929,3.568663594470046,1006903.2,1283772.0,2290675.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1006903.2,1283772.0,2290675.2,2,1,576.0,1577.25,,,,9627.0,,,training_multimetric_new_exact,False
64,3124,batch_00261,rolling_tr_sum,320,240,13,1.175,6,4.5,calculated_threshold,wait_next_real_trade,0.0,390,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s390_rx1_e320_bh240_trw13_k1p175_w6_m4p5_f6133c186e,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.7452759578868817,-0.0095803290016727,0.0051816786160843,-0.1660452885889042,35,3,0.2058823529411764,0.4942307692307424,64,1,36,76,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1660452885889042,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.6766010414206036,0.0048248122566373,-0.1729180335399528,0.1729180335399528,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,587.0,1594.9999999999998,,,,9805.0,4.0,3.0,training_multimetric_new_exact,False
65,22,batch_00003,rolling_tr_sum,480,185,12,1.26,7,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e480_bh185_trw12_k1p26_w7_m4p5_da748f4ab6,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,114,0.8202963658486988,-0.0027993393981936,0.0055059582034378,-0.1494689363602412,35,3,0.204462508294611,0.488214926265432,65,1,36,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1494689363602412,v4_4_positive_entry_signal_repair_20260805,continuation_round_28_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_28_ai_adaptive_grid_all_window,1e6ef33d20b63cc1f64110d4639ea24f52061632698fd6bbb731dce4af852844,v4_4_positive_entry_signal_repair_20260805::continuation_round_28_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.7480716540911914,0.0051490918439908,-0.1564722977606965,0.1564722977606965,3.568663594470046,989542.8,1261638.0,2251180.8000000003,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,989542.8,1261638.0,2251180.8000000003,2,1,587.5,1560.1,,,,9633.0,,,training_multimetric_new_exact,False
66,6,batch_00001,rolling_tr_sum,173,612,24,1.6,16,2.0,calculated_threshold,wait_next_real_trade,0.0,308,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s308_rx1_e173_bh612_trw24_k1p6_w16_m2_8bfbc7d69e,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,34,0.3755172898574026,0.0970817363971925,0.0096513731770197,-0.0382845801417669,7,1,0.190842067862851,0.4914473684210242,20,0,18,16,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0382845801417669,v4_4_positive_entry_signal_repair_20260805,continuation_round_37_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_37_ai_adaptive_grid_all_window,c0cf25296dabc48ce002c012eae7383a5c7105685bd96a991db814e182e55c65,v4_4_positive_entry_signal_repair_20260805::continuation_round_37_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.3590756971253994,0.0092945068175727,-0.041040208775415,0.041040208775415,3.568663594470046,295126.80000000005,376278.0,671404.8,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,295126.80000000005,376278.0,671404.8,0,0,385.5,1735.8999999999985,,,,10298.0,,,training_multimetric_new_exact,False
67,2567,batch_00214,rolling_tr_sum,320,204,22,1.0,6,4.5,calculated_threshold,wait_next_real_trade,0.0,330,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s330_rx1_e320_bh204_trw22_k1_w6_m4p5_936d131ce0,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,92,0.5786398902613954,0.0729064396639962,0.0051607720599265,-0.1030204415736378,26,2,0.179311221247957,0.4880735542948184,58,0,26,66,True,True,False,2,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1030204415736378,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,2,market_03,0.5278824022291209,0.0048039057004795,-0.1078452924205958,0.1078452924205958,3.568663594470046,798578.4,1018164.0,1816742.4,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,798578.4,1018164.0,1816742.4,0,0,509.0,1394.2000000000005,,,,101.0,,,training_multimetric_new_exact,False
68,1995,batch_00167,rolling_tr_sum,320,162,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,384,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s384_rx1_e320_bh162_trw11_k1p4_w6_m4p5_694ef57db6,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,116,0.7312451518347332,0.0451927981395705,0.0049683393668298,-0.1527911036807068,36,3,0.2074526780408896,0.5153421945701325,68,1,37,78,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1527911036807068,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,1,market_01|market_03,0.6613382855475254,0.0046114730073828,-0.1597683145525383,0.1597683145525383,3.568663594470046,1006903.2,1283772.0,2290675.2,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1006903.2,1283772.0,2290675.2,1,1,573.0,1488.0,,,,1955.0,,,training_multimetric_new_exact,False
69,26,batch_00004,rolling_tr_sum,680,72,32,2.2,6,0.5,calculated_threshold,wait_next_real_trade,0.0,47,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s47_rx1_e680_bh72_trw32_k2p2_w6_m0p5_e1e167b800,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,20,0.0270079421635955,0.0270079421635955,0.0013357021010261,-0.0021834692523724,0,2,0.1396959552093433,1.0,15,0,19,1,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0021834692523724,v4_4_positive_entry_signal_repair_20260805,continuation_round_76_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_76_ai_adaptive_grid_all_window,63586921ba61aee3e427d77c42e85f4af8f18c4e4f4d7826e7202c202b9e48ee,v4_4_positive_entry_signal_repair_20260805::continuation_round_76_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.0197123258990432,0.0009788357415791,-0.002743348400961,0.002743348400961,3.568663594470046,173604.0,221340.0,394944.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,173604.0,221340.0,394944.0,1,2,12.0,58.45000000000003,,,,19741.0,,,training_multimetric_new_exact,False
70,10,batch_00002,rolling_tr_sum,320,170,11,1.4,6,4.074,calculated_threshold,wait_next_real_trade,0.0,96,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s96_rx1_e320_bh170_trw11_k1p4_w6_m4p074_03cbc355a7,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,230,0.691234807574943,0.4702395015913052,0.0023441459341411,-0.0318818947580332,14,9,0.211533816425129,0.6970467804956259,142,0,32,198,False,True,False,1,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.0318818947580332,v4_4_positive_entry_signal_repair_20260805,continuation_round_52_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_52_ai_adaptive_grid_all_window,c81a80e7b6687d20c3898ade94bc78982db36b3a7c1b264c88d15d3840511c75,v4_4_positive_entry_signal_repair_20260805::continuation_round_52_ai_adaptive_grid_all_window,2,market_01,0.5582256746953518,0.0019872795746941,-0.0374061201369844,0.0374061201369844,3.568663594470046,1996446.0,2545410.0,4541856.0,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1996446.0,2545410.0,4541856.0,3,8,143.5,397.8499999999999,,,,17.0,,,training_multimetric_new_exact,False
71,2450,batch_00205,rolling_tr_sum,320,180,11,1.4,6,4.75,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e320_bh180_trw11_k1p4_w6_m4p75_3db11a8dd4,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,113,0.8189300085830795,0.0213044227944174,0.0055450886451804,-0.1521598658492291,36,3,0.2058823529411764,0.4700515995872073,67,1,32,80,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1521598658492291,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.747382824996607,0.0051882222857334,-0.158841877120485,0.158841877120485,3.568663594470046,980862.6,1250571.0,2231433.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,980862.6,1250571.0,2231433.6,1,1,585.0,1578.0,,,,9634.0,,,training_multimetric_new_exact,False
72,1888,batch_00158,rolling_tr_sum,288,154,11,1.4,6,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e288_bh154_trw11_k1p4_w6_m4p5_51558ab81a,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,118,0.7231641885095215,-0.019594109389768,0.004855280749071,-0.1555980289662307,37,5,0.2059714795008802,0.6668365086397947,70,1,39,78,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.1555980289662307,v4_4_positive_entry_signal_repair_20260805,full_4704_coordinate_repair_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\full_4704_coordinate_repair_all_window,eab3c2715b59802e89bab23eb61dabd210395ccbda521a2f20f3819b54b9fa72,v4_4_positive_entry_signal_repair_20260805::full_4704_coordinate_repair_all_window,0,market_01|market_02|market_03,0.6524001354658246,0.004498414389624,-0.1625531163768634,0.1625531163768634,3.568663594470046,1024263.6,1305906.0,2330169.6,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,1024263.6,1305906.0,2330169.6,1,2,562.5,1576.45,,,,9877.0,3.0,1.0,training_multimetric_new_exact,False
73,22,batch_00003,rolling_tr_sum,480,187,12,1.26,7,4.5,calculated_threshold,wait_next_real_trade,0.0,388,all_window,v4_4_rolling_tr_sum_bpall_window_fillcalculated_threshold_execwait_next_real_trade_slip0_sx1_s388_rx1_e480_bh187_trw12_k1p26_w7_m4p5_3db82129d2,net_drop_rebound_entry_peak_anchor_v4_4_all_window_rolling_tr_sum_calculated_execution_price_h_bounded_max_completed_w_drop_rebound_strict_low_close_fill_sample_end_close_pending_exit_next_real_trade_open_combined_exit,combined,True,True,114,0.818836712891581,-0.0031037517065524,0.0054988810760412,-0.149655359836436,35,3,0.20521390374331,0.488214926265432,65,1,36,77,False,False,False,0,v4_4_scenario_groups_single_select_combined_exit_v3_20260801,single,0.149655359836436,v4_4_positive_entry_signal_repair_20260805,continuation_round_40_ai_adaptive_grid_all_window,F:\Backtest\Backtest V4.4\results\campaigns\v4_4_positive_entry_signal_repair_20260805\continuation_round_40_ai_adaptive_grid_all_window,e7437b5cd151457fadaa3064bce5a16971849fdb885accb67420cdfce54a30a5,v4_4_positive_entry_signal_repair_20260805::continuation_round_40_ai_adaptive_grid_all_window,0,market_01|market_02|market_03,0.746669419124472,0.0051420147165942,-0.1566572539027567,0.1566572539027567,3.568663594470046,989542.8,1261638.0,2251180.8000000003,KRW,k200m_shadow_cost_v2_derived_krw_notional_20260803,989542.8,1261638.0,2251180.8000000003,2,1,587.5,1560.1,,,,9635.0,,,training_multimetric_new_exact,False
